Source,Relation,Target,Weight
hail,FALL_FROM,crest,1
descent,BE,over snow,1
pass,HAVE,rocky crest,1
mountains,CLOSE_IN,to form a narrow valley,1
valley,FOLLOW,course for many miles,1
juniper,APPEAR,hill-sides,1
birch,APPEAR,hill-sides,1
pines,BECOME_FREQUENT,mountain-sides,1
picea,BE_RECOGNIZED,lower down,1
pinus excelsa,BE_RECOGNIZED,lower down,1
abies smithiana,BE_RECOGNIZED,lower down,1
deodar,APPEAR,nearly reached the end of the day's journey,1
vegetation,MARKED_CHANGE,chenab,1
bridge,OVER,chenab,1
pargwal,DESCRIPTION,chenab valley,1
asdhari,DESCRIPTION,chenab valley,1
chatargarh,DESCRIPTION,chenab valley,1
road,TURNS_UP,valley of butna,1
vegetation,DESCRIPTION,chenab valley,1
chishot,DESCRIPTION,snow-beds,1
camp,AT,"10,500 feet",1
ancient moraines,DESCRIPTION,glacier,1
camp,AT,"11,500 feet",1
rapid ascent,ALONG,glacier,1
camp,ON,"moraine, at 14,600 feet",1
ascent,TOWARDS,pass over glacier,1
cross,OVER,umasi la,1
camp,IN,"tibet, at 13,800 feet",1
open valley,OF,zanskar,1
padum,DESCRIPTION,great change of climate—and in vegetation.,1
baggage,NOT_REACHING,camp till after dark,1
servants,NOT_REACHING,camp till after dark,1
ravine,PROCESSED BY,guides,1
chenab,LOCATED BY,mountain range,1
road,ASCENDED,steep hills,1
road,WOUND AROUND,northern angle of the mountain range,1
view,WOULD HAVE BEEN,magnificent,1
road,RAN PARALLEL TO,chenab,1
immediate descent,PREVENTED BY,precipices below,1
village,LOCATED BETWEEN,8000 and 9000 feet in elevation,1
fruit-trees,FOUND ABUNDANTLY,walnut,1
crops of wheat,NOT YET IN EAR,null,1
road,ENTERED A FOREST OF,deodar,1
deodars,CONTINUED NEARLY TO,river,1
chenab,RAN THROUGH,deep rocky channel,1
bridge,CROSSED BY,wooden bridge,1
valley,COULD BE SEEN,"both up and down, to a considerable distance",1
river,FLOWED BETWEEN,lofty ranges of mountains,1
bed of the river,ELEVATION OF,about 7000 feet,1
chenab valley,DESCRIPTION_OF,chenab valley,1
chatargarh,LOCATION_OF,zanskar valley,1
mountain pass,LOCATION,eastward,1
chenab river,COURSE_OF,right bank,1
villages,NUMBER_OF,many,1
walnut tree,FAVOURITE_FRUIT_TREE,nigra and alba,1
shol,LOCATION,chenab,1
chenab,RIVERBANK,cliff,1
my tent,ELEVATION,6900 feet,1
my tent,DISTANCE,50 feet,1
chenab,RIVERBANK,village,1
chatargarh,RESIDENCE,thannadar of the valley,1
butna,TRIBUTARY STREAM,chenab,1
liundi,VILLAGE,none,1
zizyphus,COMMON IN THE LOWER SUTLEJ AND IN KASHMIR,none,1
pomegranate,COMMON SPECIES,none,1
desmodium,SHRUBBY SPECIES,none,1
chenab,RIVER,sutlej,1
chishot,LOCATED_AT,8200 feet above the level of the sea,1
butna valley,ASCENT_OF,none,1
river,DISAPPEARED_UNDER,snow-bed,1
water-courses,IRRIGATED_BY,lands of this village,1
parnassia,GROWS_IN,swampy ground,1
polygonum viviparum,GROWS_IN,kunawar species,1
orchis,GROWS_IN,kunawar species,1
triglochin,GROWS_IN,kunawar species,1
carices,GROWS_IN,kunawar species,1
poplar,OCCUPIED_BY_GROVES_OF,ravines,1
walnut,OCCUPIED_BY_GROVES_OF,ravines,1
birch,SCATTERED_OVER_HILL-SIDES,none,1
oak,NOT_SEEN,none,1
gerard's pine,NOT_SEEN,none,1
herbaceous vegetation,FOUND_ON_OPEN_SUNNY_BANKS,none,1
cultivated lands,PASSED_THROUGH,second village,1
road,ENTERED_WOOD_OF_STUNTED_DEODARS,none,1
ravine,PROCEEDED_UP,none,1
valley,DIVIDED_INTO_TWO,none,1
fields,FOUND_AT_ENCAMPMENT,none,1
huts,FOUND_AT_ENCAMPMENT,none,1
stream,COVERED_WITH_SNOW,none,1
road,CROSSED_NUMEROUS_SNOW-BEDS,none,1
hill-sides,ROUNDED_AND_COVERED_WITH_VEGETATION,none,1
road,BECAME_ROCKY,none,1
boulders,COVERED_THE_ROAD,none,1
gneiss,OCCURRED_IN_SITU,none,1
plain,BE,bed of a small lake,1
glacier,CROSS,valley,1
stream,BE,dammed up,1
willow,BE,scattered over the plain,1
surface,BE,grassy,1
gentian,BE,in flower,1
cerastium,BE,on the gravel,1
rhubarb,BE,abundant on the banks,1
men,EAT,acid leaf-stalks of rhubarb,1
road,TRAVERSE,the whole length of the plain,1
ridges,BE,low and of boulders,1
plain,BE,much more barren and desolate-looking,1
stream,FLOW,from below the snow-beds,1
glacier,FILL UP,the end of the valley,1
plain,BE,surrounded by lofty mountains,1
mountains,COVER,with snow to the very base,1
slopes,COVER,with birch-trees,1
glacier,OCCUPY,the valley below,1
the lateral moraines,WERE,well marked,1
the surface of the glacier,WAS,higher than the surface of the glacier,1
the rocky wall of the valley,WAS SEPARATED BY A DEEP FISSURE FROM,the lateral moraines,1
numerous boulders,WERE SCATTERED OVER,the plain,1
large masses of ice,LAY AMONG,the boulders,1
i had seen the day before,WAS IN FRUIT,a little iris,1
podophyllum,WAS,in flower,1
fritillaria,WAS,in flower,1
pedicularis,WAS,pretty and rose-coloured,1
birch,WERE FOUND ON THE FIRST PART OF THE ASCENT,the terrain,1
a little circular plain,WAS STILL COVERED WITH SNOW,the terrain,1
the road,LAY,on the left of this plain over a hill of boulders,1
the glacier,WAS TERMINATED IN AN EXTREMELY OBLIQUE MANNER,by being prolonged much further on the right or south-east side of the ravine than on the other,1
the surface of the valley,WAS SO EXTREMELY ABRUPT THAT,it was fissured in a most extraordinary manner,1
one or two plants,LINGERED IN,the crevices of the stones,1
primula minutissima,WAS IN FLOWER,the terrain,1
sedum,WAS FOUND,the terrain,1
a dwarf willow,WAS FOUND,the terrain,1
the place,WAS NOT ADAPTED FOR,a resting-place,1
a party of zanskaries,PROVIDED RELIEF FOR,the baggage porters,1
the glacier,WAS PARALLEL TO,the ravine,1
the valley,WIDENED CONSIDERABLY,beyond the pass,1
the ice,WAS FISSURED,in general,1
the road,CONTINUED FOR,two or three miles,1
the icy plain,WAS BOUNDED BY,a semicircular arch of precipitous rocks,1
central moraines,WERE VERY VISIBLE,on the smooth ice below,1
a boulder of gneiss,WAS SUPPORTED BY,a column of clear blue ice,1
the summit of the pass,WAS REACHED AFTER,the steep ascent,1
the surface of the glacier,CHANGED SUDDENLY,from steep to smooth,1
the road,PASSED THROUGH,a gorge or fissure,1
the snow-bed,GRADUALLY SLOPED UP,to the crest of a ridge,1
the pass,WAS THE,fissure,1
i,REACHED,it,1
the road,BECAME MORE GRADUAL,and the ravine considerably wider,1
the glacier,WAS OVER THE SURFACE OF,a valley,1
each lateral ravine,BROUGHT AN ADDITIONAL STREAM OF ICE TO SWELL THAT IN,the central one,1
the road,LEFT THE SURFACE OF THE GLACIER,and ascended the moraine by its side,1
i,FOUND,a point at which the snow melted as it fell,1
the stream,ISSUED FROM BENEATH THE PERPENDICULAR WALL,by which the glacier terminated,1
i,CROSSED TO ITS RIGHT BANK OVER A NATURAL BRIDGE,consisting of one large stone,1
the ravine,ENDED,and overlooking a wide valley many hundred feet below,1
the glacier,WAS COMPLETELY COVERED WITH A MASS OF DEBRIS,which entirely concealed the ice,1
primula minutissima,WAS OBSERVED,as the first plant in flower,1
crucifera (a species of parrya),WAS OBSERVED IN FLOWER,in a large valley many hundred feet below,1
villages,HAD,cultivation,1
my road,LAY,eastward down the valley,1
wheat,WAS,crop cultivated,1
barley,WAS,crop cultivated,1
peas,WAS,crop cultivated,1
fields,WERE,flat and generally unenclosed,1
valley,WAS,too level to require terracing,1
canals,CONDUCTED,water for irrigation,1
villages,WERE,small and bare,1
tree,WAS,a small poplar,1
plain,WAS,fine and grassy,1
river,HAD,banks lined by bushes of myricaria and hippophaë,1
chenab,HAD,prevailing rock of clay-slate,1
butna,WAS REPLACED BY,gneiss,1
mountain-mass,FORMED,whole structure from gneiss,1
glaciers,BROUGHT DOWN,boulders of gneiss,1
padum,WAS CONSIDERED THE CAPITAL OF,zanskar,1
cultivated tracts,WERE FREQUENT,wherever water was easily procurable for irrigation,1
river,RAN THROUGH,"wide, gravelly bed",1
stream,WAS DIVIDED INTO NUMEROUS CHANNELS,narrow and swampy,1
the river,UNITE,into one,1
the snow on the mountains,BRING DOWN,a very large body of water,1
i,PASS THROUGH,a considerable village,1
csoma de körös,RESIDE,in the monastery,1
the road,MAKE A DETOUR,to the south,1
the stream,BECOME UNFORDABLE,now so much swollen,1
the road,ENTER AN OPEN GRASSY PLAIN,sloping imperceptibly from the mountains towards the river,1
padum,LIE AT THE SOUTH-EAST CORNER OF A WIDE OPEN PLAIN,which surrounds the junction of two large streams,1
the zanskar river,UNITE,two large streams,1
moorcroft,GIVE THE NAME,zanskar,1
the western branch,RUN GENTLY THROUGH AN OPEN COUNTRY,which is much more fertile and populous,1
the junction of these two streams,TAKE PLACE,four or five miles north of padum,1
the plain,BE PARTLY LOW AND PARTLY A PLATFORM,nearly a hundred feet above the level of the rivers,1
zanskar valley,HAVE AN ABSOLUTELY TIBETAN CLIMATE,entirely secluded by lofty ranges of snowy mountains from the approach of any moisture-bringing winds,1
the road,LIE,down the valley,1
the eastern branch of that river,CROSS,by a rather insecure-looking rope-bridge,1
i,FOLLOW,the right bank of the stream,1
these high banks,BE COMPOSED,of fine clay,1
these black slate rocks,CROP OUT IN SITU,in several places along the bank of the river,1
the platform,HAVE,numerous boulders scattered over its surface,1
"a strip of low, wet, grassy ground",BE INTERPOSED,between the cliffs and the river,1
the table-land,SINK,an extensive low plain forming a tongue of land between the two branches,1
i,ENCAMP,at a small village called tongde,1
the military force of the valley,OCCUPY,a small square fort with four round bastions,1
i,CONTINUE ALONG THE VALLEY,in a more northerly direction than the day before,1
the lofty snowy range to the south-west,FORM,a semicircle of rocky peaks behind padum,1
the road,PASSES,several villages,1
two considerable streams,EXCAVATE,deep ravines,1
the mountains,FORM,the right side of the valley,1
the road,MAKE,a short steep ascent,1
the river,RUN,"through a grassy, saline, very swampy plain",1
i,ENCAMP,at the village of zangla,1
the clay formation,FORM,considerable hills,1
high banks of clay,BE WORN,into fantastic shapes,1
the road,LEAVE,the valley of zanskar,1
the zanskar river,RUN,through the mountains,1
statice,APPEARANCE,tibetan plant,1
cicer arietinum,DESCRIPTION,bentham,1
limestone,COMPOSITION,calcium spar,1
rock,ALTERNATION,hornstone and cherty quartz rock,1
ravine,LOCATION,bank of the streamlet,1
willow,GROWTH,among loose stones,1
alpine plants,PRESENCE,in crevices of rocks,1
saxifrage,COMMONALITY,in crevices of rocks,1
ridge,ELEVATION,"15,500 feet",1
plants,REAPPEARANCE,in valley,1
view,OBSTRUCTION,ridges close at hand,1
caragana versicolor,OCCUR,tibetans,1
willow,APPEAR,ravine,1
lonicera,APPEAR,ravine,1
water,BE FOUND,stream,1
cliffs,BE FACED BY,river,1
poplar,OCCUR FREQUENTLY,ravine,1
vegetation,BE SCARCE,mountain-sides,1
road,BECOME RUGGED,mountain-side,1
limestone cliffs,HAVE GROOVES,glacier,1
stream,BE CROSSED,ravine,1
ravine,BECOME IMPRACTICABLE,none,1
passage,ENTER,rock,1
snow,EXIST,dell,1
ascent,BE RAPID,none,1
vegetation,APPEAR,water's edge,1
takti pass,BE REACHED,none,1
the luggage,TAKE,375 porters,1
my guide,LEAD,"to the left, up a steep ravine",1
the road,TURN,to the left up a long steep shingly hill-side,1
anemone,APPEAR,on the shingly ascent,1
thermopsis,THRIVE,among loose stones,1
veronica,OCCUR,several times on the ascent,1
takti la,HAVE,"an elevation of 16,360 feet",1
the mountains,OBSTRUCT,all view,1
the landscape,BE,shut in by a lofty snowy mountain,1
the pass,CONTAIN,a good deal of vegetation,1
biebersteinia odora,OCCUR,"very common, with several ranunculaceæ and cruciferæ",1
polygonum,OCCUR,one or two species,1
the road,CONTINUE,to run along the side of the mountain on the left hand,1
snow,LIE,"in large patches, which were melting rapidly",1
tibet,LOCATION_OF,mountains,1
tibet,HAS_FEATURE,"precipices, heaps of rocks, and barren monotonous deserts",1
valley,IS_VIEWED_FROM_HEIGHT,elevation,1
villages,ARE_HIDDEN_BY,ranges of hills,1
zanskar river,FLOWS_THROUGH,ravine,1
nira village,IS_LOCATED_AT_ALTITUDE,"12,900 feet above the level of the sea",1
nira village,HAS_CULTIVATED_LANDS,extensive,1
juniper-trees,ARE_COMMON,around nira village and on hills,1
zanskar river,IS_CROSSED,by the author,1
yulchung village,IS_LOCATED_AT_ALTITUDE,"13,700 feet",1
sibthorpiana,IS_NEW_TO,the author,1
wahlenbergia,HAS_LARGE_FLOWERS,pale greenish-blue,1
cardamine or dentaria,OCCURS_PLENTIFULLY,in marshy meadow,1
tibetan rose,IS_IN_FULL_FLOWER,on the road-side,1
the river,GOES,easterly,1
the valley,TAKES,a northerly direction,1
the banks of the river,SEEM,unpracticable,1
travellers,CAN PROCEED,down the river to le when frozen,1
a deep ravine,LIES,to the right of the road,1
the lofty rugged precipices,LIE,beyond which are ...,1
i,GAINED,the summit of a projecting ridge,1
the road,DIPPED,into a hollow filled with large boulders and fragments of rock,1
the rocks,ARE,chiefly very hard but very brittle quartz or schist,1
the ore,OCCURS,in a breccia-looking conglomerate situated on the flanks of a steep narrow ravine,1
singhi pass,IS,a pass which i had seen so distinctly on the 1st,1
the ascent,COMMENCED,at once from the village of yulchung,1
the hills,ARE,entirely covered with coarse gravel and small stones,1
plants,APPEAR,of the alpine zone after about 1000 feet of ascent,1
the road,WAS,"for some distance nearly level, winding round a deep bay or hollow in the mountains",1
the south side,OCCURRED,patches of snow,1
the great snowy range,LOOKED,much less imposing,1
huge rocky peaks,WERE,right and left,1
a long gently-sloping valley,WAS VISIBLE,in front,1
the neighbourning ranges,APPEARED TO BE,"between 19 and 20,000 feet",1
quartzy rock,ALTERNATED WITH,slate and limestone,1
limestone,CONTAINED,organic remains,1
a snow-bed,COMMENCED,at the very crest,1
the road,FOLLOWED,the course of a wide arid valley,1
primula,WAS ABUNDANT WITH,one or two more alpine plants,1
the stream,TURNED SUDDENLY TO THE NORTH,and entered an extremely narrow rocky ravine,1
the road,TURNED ABRUPTLY TO THE LEFT,and ascended to cross a low ridge,1
an open valley,WAS SEEN,1000 feet below,1
fields,FORMED,narrow belt,1
crops,WERE,scanty,1
wild plants,GREW,along the margins of the irrigation streamlets,1
alluvial boulder clay,WAS COMMON,in the valley,1
fine cream-coloured clay,WAS FOUND,"at an elevation of upwards of 14,000 feet",1
mountains,RENDERED THE FORMER EXISTENCE OF A SMALL LAKE PROBABLE,probable,1
ravine,WAS BLOCKED UP BY ALLUVIAL DEPOSITS,to form a lake,1
road,LAY,up the valley,1
banks of the little stream,WERE LINED WITH MOST BEAUTIFUL GREEN TURF,producing all the characteristic plants already mentioned,1
snow-line,WAS VERY CONSIDERABLY ABOVE THE LEVEL AT WHICH I STOOD,"about 16,000 feet",1
incipient glacier,WAS FOUND IN ONE SMALL SIDE-RAVINE,there was an,1
valley,BECAME EXTREMELY STONY AND BARREN,fragments of a brittle limestone rock being everywhere scattered about,1
alpine zone,HAD SEVERAL NEW SPECIES OF ASTRAGALUS AND PHACA,collected,1
road,ASCENDED TO THE TOP OF A STEEP RIDGE,"elevated probably a little more than 16,000 feet",1
ridge,WAS ROCKY OR COVERED WITH SHINGLE OF A DARK SLATE,which had succeeded to the limestone,1
thermopsis,GREW ALMOST THE ONLY PLANT ON THE SUMMIT,from which i had a fine view,1
pass,WAS CROSSED THE DAY BEFORE,the range of mountains i had left,1
valley,DESCENDED RAPIDLY ALONG A DEEP VALLEY,to the village of hanupata,1
stream,BECAME VERY NARROW IN THE LOWER PART,and became,1
webbiana,GREW,luxuriantly,1
foliage,WAS,concealed,1
servants,SUFFERED,much,1
indus,WAS,within a day's journey,1
wandla valley,CONTRACTED,into a rocky ravine,1
stream,HAD TO BE FORDED,very frequently,1
ravine,WAS,free of difficulty,1
open valley,JOINED,at a right angle,1
corydalis,OCCURRED,sparingly,1
güldenstädtia cuneata,WAS COMMON,here and there,1
myricaria,GREW,in the gravelly channel,1
ravine,DESCENDED,another valley on its north side,1
willow-bushes,GREW,somewhat green,1
lamayuru village and monastery,LAY,in another ravine,1
road,JOINED,from kashmir by dras to ladak,1
the road,DESCENDED,with great rapidity,1
i,REACHED,the wandla stream,1
the wandla stream,WAS,left in the morning,1
i,FOLLOWED,the banks of that river through a winding rocky valley,1
the indus,WAS,not seen till close at hand,1
the valley of the indus,WAS,very barren,1
the mountains,STOOD,on both sides,1
a stony platform,LAY,between the mountains and the river,1
my road,LAY,for about three miles up the river,1
i,CROSSED,to the right side of the river,1
the village of kalatze,IS,commonly pronounced as kalsi,1
the clay-slate rock,BECAME,much indurated,1
this rock,IS,"very similar to, and probably identical with, that of the giah ravine north of the tunglung pass, and of the upper indus",1
a modern conglomerate,RESTED,unconformably upon the more ancient rock,1
my tent,WAS LOCATED AT AN ELEVATION OF,"10,400 feet",1
the bed of the river,WAS NOT MUCH ABOVE,"10,000 feet",1
the cultivated lands,LIE ON THE TOP OF A THICK PLATFORM OF ALLUVIUM,through which the river has excavated a deep broad channel,1
fruit-trees,WERE ABUNDANT,"chiefly apricots; but there was no deficiency of apples, pears, walnuts, and mulberries",1
a clematis,GREW,over bushes,1
shrubby ballota,COVERED,the walls,1
iris,GREW,along the water-courses,1
vaccaria,BEING PLENTIFUL,in the fields among the corn,1
silene conoidea,BEING PLENTIFUL,in the fields among the corn,1
stellaria media,BEING PLENTIFUL,in the fields among the corn,1
malva rotundifolia,BEING PLENTIFUL,in the fields among the corn,1
convolvulus arvensis,BEING PLENTIFUL,in the fields among the corn,1
nepeta floccosa,WAS PREVALENT,on these platforms,1
hyoscyamus,WAS PRESENT,on these platforms,1
güldenstädtia,WAS PRESENT,on these platforms,1
corydalis,WAS PRESENT,on these platforms,1
matthiola,WAS PRESENT,on these platforms,1
astragali,WERE PREVALENT,on these platforms,1
cruciferæ,WERE PRESENT,on these platforms,1
artemisiæ,WERE PRESENT,on these platforms,1
stipa,WAS COMMON,as a grass,1
crops and fruit-trees,WERE AS AT KALATZE,in the cultivated lands,1
