Book,Source,RawRelation,Target,Action,Reason
Gutenberg_EBook,ravine,WIDENED,"narrow, gravelly, moderately steep valley",drop,legacy row without strict relation mapping
Gutenberg_EBook,supern snowy mountains,CAME_IN_SIGHT,south-west,drop,legacy row without strict relation mapping
Gutenberg_EBook,ascent,REACHED_TOP,"open, gravelly, somewhat undulating plain",drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,LAY_BEHIND,grand snowy range,drop,legacy row without strict relation mapping
Gutenberg_EBook,snow,LAY_ON_MOUNTAIN_SIDES,three and four thousand feet below their tops,drop,legacy row without strict relation mapping
Gutenberg_EBook,peak,ESTIMATED_HEIGHT,"6000 or 7000 feet higher than the ground on which i stood, or at least 24,000 feet above the level of the sea",drop,legacy row without strict relation mapping
Gutenberg_EBook,stream,LAY_IN_DEEP_RAVINE,far below the level of the plain,drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,EXTENDED,six or seven miles,drop,legacy row without strict relation mapping
Gutenberg_EBook,range of mountains,LAY_BETWEEN,khoten and the great mass of snow,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,DENIED_EXISTENCE,in that direction,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,ASCENDED,a steep bank,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,PROCEEDED,in a northerly direction,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk,JOINED,a small stream,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,DESCENDED,into the ravine,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,ASCERTAINED,"an elevation of 17,000 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,the river,HAD,a boiling-point,drop,legacy row without strict relation mapping
Gutenberg_EBook,my encamping-ground,HAD,"an elevation of 17,200 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,the bed of the river,HAD,"an elevation of 16,800 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,karakoram pass,LIMITED,my journey to the northward,drop,legacy row without strict relation mapping
Gutenberg_EBook,the range of hills,HAD,a height of 3000 feet,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,CROSSED,a large tributary,drop,legacy row without strict relation mapping
Gutenberg_EBook,the valley,CAME,from a little west of north-west,drop,legacy row without strict relation mapping
Gutenberg_EBook,the rocky point,HAD,three very small huts,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,ASCENDED,this valley for about six miles,drop,legacy row without strict relation mapping
Gutenberg_EBook,alluvium,FORMED,broad and gently sloping banks,drop,legacy row without strict relation mapping
Gutenberg_EBook,karakoram pass,LOCATION,ridge,drop,legacy row without strict relation mapping
Gutenberg_EBook,pass,HEIGHT,"18,200 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,air,TEMPERATURE,50°,drop,legacy row without strict relation mapping
Gutenberg_EBook,valley,CURVATURE,left,drop,legacy row without strict relation mapping
Gutenberg_EBook,hills,HEIGHT,1000 feet,drop,legacy row without strict relation mapping
Gutenberg_EBook,pass,CONDITION,without snow,drop,legacy row without strict relation mapping
Gutenberg_EBook,ridge,SNOW COVERAGE,large patches,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountains,COVERAGE,snow,drop,legacy row without strict relation mapping
Gutenberg_EBook,top of the pass,VEGETATION,entirely wanting,drop,legacy row without strict relation mapping
Gutenberg_EBook,pass,ROCK TYPE,limestone,drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,ROCK FRAGMENTS,scattered,drop,legacy row without strict relation mapping
Gutenberg_EBook,crest of the pass,ROCK TYPE,limestone,drop,legacy row without strict relation mapping
Gutenberg_EBook,ridge,ROCK TYPE,black clay-slate,drop,legacy row without strict relation mapping
Gutenberg_EBook,stream,ENCAMPMENT,skirted,drop,legacy row without strict relation mapping
Gutenberg_EBook,valley,ROCK TYPES,"hard slate, dark blue slate",drop,legacy row without strict relation mapping
Gutenberg_EBook,pass,PLANT SPECIES,seventeen,drop,legacy row without strict relation mapping
Gutenberg_EBook,plants,TYPE,"grass, saussureæ, cruciferae, aster, nepeta, gymnandra, sedum, lychnis, potentilla, phaca",drop,legacy row without strict relation mapping
Gutenberg_EBook,i,ARRIVED,at my tent,drop,legacy row without strict relation mapping
Gutenberg_EBook,murgai river,LOCATED,nearby,drop,legacy row without strict relation mapping
Gutenberg_EBook,the weather,WAS,serene and beautiful,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,FOUND,that the stream had changed,drop,legacy row without strict relation mapping
Gutenberg_EBook,the gravelly valley,GAVE WAY UNDER,one's feet,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,FELT,three slight shocks of an earthquake,drop,legacy row without strict relation mapping
Gutenberg_EBook,the karakoram pass,OCCUPIES,a deep concavity in the great chain of the kouenlun,drop,legacy row without strict relation mapping
Gutenberg_EBook,the main range,WAS,distinctly visible,drop,legacy row without strict relation mapping
Gutenberg_EBook,the heavily-snowed mountains,WERE,seen further east,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,HAD,the splendid snowy peaks to the south-west always in view,drop,legacy row without strict relation mapping
Gutenberg_EBook,the range,WAS,very heavily snowed,drop,legacy row without strict relation mapping
Gutenberg_EBook,the surface of the plain,SLOPED,up to the westward,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,THINK,"that the limit of the perpetual snow on the mountains behind was between 17,500 and 18,000 feet",drop,legacy row without strict relation mapping
Gutenberg_EBook,the snow-line,WAS,certainly much higher to the northward and eastward,drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,APPEARED_TO_ME,ridge,drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,COMPOSED_OF,loosely cohering matters,drop,legacy row without strict relation mapping
Gutenberg_EBook,plain,ORIGINATED_FROM,lacustrine origin,drop,legacy row without strict relation mapping
Gutenberg_EBook,sassar,LOCATED_NEAR,shayuk valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,glaciers,DESCENDED_INTO,valley of shayuk,drop,legacy row without strict relation mapping
Gutenberg_EBook,path,LAY_ALONG,high platform,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,FLOWED_OUT_OF,shayuk valley,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,ENTERED_THE_BED_OF,shayuk river,drop,legacy row without strict relation mapping
Gutenberg_EBook,opposite side of river,HAD_PRECIPITOUS_MOUNTAINS,a few hundred feet from the water's edge,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,STOPPED_AT,very few feet up the opposite bank,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,EXTENDED_IN_THE_CENTRE,unknown,drop,legacy row without strict relation mapping
Gutenberg_EBook,clay and boulders,RESISTED_FRICITION_OF,enormous mass of glacier,drop,legacy row without strict relation mapping
Gutenberg_EBook,the moraine,HAVE,a steep and perhaps sixty feet high,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,DESCENDED,to the surface of the present 440 moraine,drop,legacy row without strict relation mapping
Gutenberg_EBook,the glacier,WAS,"extremely irregular, and here and there a little fissured",drop,legacy row without strict relation mapping
Gutenberg_EBook,the pathway,WAS,only marked by the footsteps of two men whom i had sent the day before to select a place for crossing,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,CROSSED,at about eleven a.m,drop,legacy row without strict relation mapping
Gutenberg_EBook,numerous streams of water,HAD BEGUN TO FLOW,in furrows on the surface of the ice,drop,legacy row without strict relation mapping
Gutenberg_EBook,the glacier,CAME INTO SIGHT,at the distance of a mile,drop,legacy row without strict relation mapping
Gutenberg_EBook,my exploring party,REPORTED,that they had been unable to find a point at which this glacier could be crossed,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,DESCENDED,to its extremity in order to see whether or not i could walk round it,drop,legacy row without strict relation mapping
Gutenberg_EBook,the valley,SPREAD OUT,in a fan-shaped manner to the width of at least a mile,drop,legacy row without strict relation mapping
Gutenberg_EBook,a considerable stream,WAS RUSHING OUT,"from beneath an arched vault of ice, even before sunrise",drop,legacy row without strict relation mapping
Gutenberg_EBook,i,CROSSED,with a good deal of difficulty an angle of the end of the glacier,drop,legacy row without strict relation mapping
Gutenberg_EBook,further progress on the ice,WAS STOPPED,by cliffs which were not accessible without ladders,drop,legacy row without strict relation mapping
Gutenberg_EBook,i,WALKED ALONG,"between the ice and the river, till my advance was stopped by the glacier fairly projecting into the water",drop,legacy row without strict relation mapping
Gutenberg_EBook,the terminal cliff of the glacier,VARIED IN HEIGHT,from fifteen to thirty feet,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,TO HAVE,water,drop,legacy row without strict relation mapping
Gutenberg_EBook,stones,TO FALL,ground,drop,legacy row without strict relation mapping
Gutenberg_EBook,boulder,TO FALL,ground,drop,legacy row without strict relation mapping
Gutenberg_EBook,mr. vigne,TO LAY DOWN,lake,drop,legacy row without strict relation mapping
Gutenberg_EBook,mountains,TO BE,steep and stony,drop,legacy row without strict relation mapping
Gutenberg_EBook,snow,TO COVER,mountain-side,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,TO FLOW THROUGH,mountains,drop,legacy row without strict relation mapping
Gutenberg_EBook,glacier,TO STOP,river,drop,legacy row without strict relation mapping
Gutenberg_EBook,shayuk,TO HAVE,terrific inundation,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,TO BE,impracticable,drop,legacy row without strict relation mapping
Gutenberg_EBook,crops,TO RIPEN,nubra,drop,legacy row without strict relation mapping
Gutenberg_EBook,pass,TO CHANGE,state,drop,legacy row without strict relation mapping
Gutenberg_EBook,lake,TO BE,frozen over,drop,legacy row without strict relation mapping
Gutenberg_EBook,snow,TO MELT AWAY,ice,drop,legacy row without strict relation mapping
Gutenberg_EBook,cattle,TO GET,top of the pass,drop,legacy row without strict relation mapping
Gutenberg_EBook,weather,TO BE,unsettled,drop,legacy row without strict relation mapping
Gutenberg_EBook,a coarse knife or rude sickle,USED TO,cut the wheat and barley,drop,legacy row without strict relation mapping
Gutenberg_EBook,the grain,TRODDEN OUT OF THE EAR BY,cattle and asses,drop,legacy row without strict relation mapping
Gutenberg_EBook,kalatze,LOCATED ON,indus,drop,legacy row without strict relation mapping
Gutenberg_EBook,lama-yuru,LOCATED NEAR,road from zanskar to dras,drop,legacy row without strict relation mapping
Gutenberg_EBook,wandla river,LOCATED IN THE NARROW RAVINE OF,a few plants indicative of lower and hotter regions,drop,legacy row without strict relation mapping
Gutenberg_EBook,phatu pass,STATED TO BE LOCATED AT,"14,000 feet above the sea",drop,legacy row without strict relation mapping
Gutenberg_EBook,lama-yuru,LOCATED NEAR,lacustrine clay occurs in great abundance,drop,legacy row without strict relation mapping
Gutenberg_EBook,the ascent,WAS GENTLE UP A GRAVELLY VALLEY WHICH WAS FULL OF ALLUVIUM ALMOST TO THE VERY SUMMIT,the summit of phatu pass,drop,legacy row without strict relation mapping
Gutenberg_EBook,the indus valley,HAD ENTIRELY DISAPPEARED,chenopodiaceæ,drop,legacy row without strict relation mapping
Gutenberg_EBook,the hills to the north of the indus,NONE OF WHICH HAD OCCURRED IN,"two large-flowered thistles, caragana versicolor, and several species of umbelliferæ",drop,legacy row without strict relation mapping
Gutenberg_EBook,karbu,LOCATED AT WHICH I ENCAMPED,the descent along the kanji river to karbu was long and gradual down a wide valley skirted by gently sloping hills,drop,legacy row without strict relation mapping
Gutenberg_EBook,molbil,CROSSING FROM,namika pass,drop,legacy row without strict relation mapping
Gutenberg_EBook,the night,"HAD BEEN VERY THREATENING WITH VIOLENT WIND, AND AT DAYBREAK ALL THE HILLS AROUND WERE COVERED WITH SNOW",previous to marching,drop,legacy row without strict relation mapping
Gutenberg_EBook,these sandstones,EXTEND_TO,the indus,drop,legacy row without strict relation mapping
Gutenberg_EBook,high and rugged mountains,SKIRT,the valley at a distance of a few miles,drop,legacy row without strict relation mapping
Gutenberg_EBook,pashkyum river,JOIN,that of dras,drop,legacy row without strict relation mapping
Gutenberg_EBook,road,LIE,through cultivated lands,drop,legacy row without strict relation mapping
Gutenberg_EBook,river,DISAPPEAR,in a narrow ravine far to the right,drop,legacy row without strict relation mapping
Gutenberg_EBook,pashkyum river,JOIN,a large stream from suru,drop,legacy row without strict relation mapping
