Source,Target,TotalWeight,Relations
shayok,indus,1.0,tributary_of
karakoram,india_and_central_asia,1.0,forming_watershed_between
indian_subcontinent,asia,1.0,drifting_into
asian_mass,ocean_of_tethys,1.0,stationary_as
indian_plate,asian_one,1.0,grounding_way_under
great_himalaya,indian_plate,1.0,formed_from_base_material_of
zanskar_range,ocean_floor,1.0,consisting_of_layers_of_sediment_from
ladakh_range,heat_generated_by_friction_between_two_plates,1.0,consisting_of_granite_born_of
suru,indus,1.0,joins
dras,shingo rivers,1.0,combined waters
marol,pakistan side of the line of control,1.0,location
zanskar range,great himalaya,1.0,headwaters rise
glaciers,nun-kun,1.0,emerge from
rangdum,bakar-wals (nomadic herdspeople),1.0,destination
himalayan foothills near jammu,suru valley,1.0,trend from
kargil,trade caravans,1.0,important staging post
suru valley,local traders,1.0,destination
ladakh,suru valley below panikhar,1.0,attractive region
great himalaya,water abundant enough to irrigate,1.0,heavy snowfall
rangdum,zanskar,1.0,socially and culturally part of
suru valley,parkachik,1.0,entirely muslim as far as
julidok,rangdum,1.0,village to service the gompa there
zanskar range,5500 to 6400 metres,1.0,has_summits_at
stok kangri,ladakh,1.0,is_part_of
indus valley,ladakh,1.0,forms_backbone_of
upshi and khaltse,ladakh,1.0,define_points_of_entry_into
punjab and kashmir,upshi and khaltse,1.0,routes_debouch_from
indus river,northern flank of the ladakh range,1.0,flows_along_foot_of
hanle river,indus river,1.0,confluence_with
pang-gong range,ladakh range,1.0,runs_parallel_to
tangtse river,main range and pang-gong range,1.0,divides_from
shayok river,pang-gong lake,1.0,flows_into
chip-chap stream,karakoram pass,1.0,rises_below
"south rimo, chong kum-dan, kichik kumdan (or thangman), and ak tash",shayok river,1.0,main glaciers_melt_into
nubra,shayok river,1.0,plays_similar_trick_like
shayok,river,1.0,meander
baitistan,indus at keris,1.0,meet
nubra,valley of the shayok and nubra itself,1.0,comprise
"deskit, hundar, tirit, tigur, sumur and panamik",large and pretty villages,1.0,have
panamik,twenty-one kilometres up the nubra,1.0,be
nubra,dense natural growth of hippophae (seabuckthorn),1.0,irrigate
kar-koram,highest peaks in the world outside the nepal himalaya,1.0,boast
ladakh karakoram,in the same league as the karakoram,1.0,not be
saltoro ridge,scene of the highest artillery battle the world has ever seen,1.0,be
india and pakistan,trekking and mountaineering expeditions to the adjoining massifs,1.0,welcome
saser mustagh,7672 metres,1.0,rise
ladakh,ladakh range,1.0,has_range
indus,valley,1.0,flows_through
chang-thang,northern plain,1.0,is_known_as
tibet,chang-thang,1.0,contains
pang-gong lake,4300 metres,1.0,located_at_height_of
pang-gong lake,tibet,1.0,extends_far_across_border_into
changchenmo range,valley of the changchenmo river,1.0,separates
changchenmo river,upper shayok,1.0,is_major_tributary_of
lingzithang and aksai chin,changchenmo and galwan rivers,1.0,form_complex_of_elevated_drainage_systems_between
karakash,sinkiang,1.0,flows_northwards_into
chinese,aksai chin since mid-1950s,1.0,have_been_in_de_facto_possession_of
pang-gon lake,tiny villages,1.0,along_southern_shore
chang-pa herdspeople,barley,1.0,stay_in_summer_to_cultivate_scanty_crop_of
chang-pa herdspeople,sheep and pashmina goats,1.0,take_to_their_tents_in_winter_to_graze their_flocks_of
ladakh,more,1.0,rain
rupshu,similar,1.0,topography
karzok,permanent,1.0,settlement
tso-moriri lake,4500 metres,1.0,location
tso-moriri lake,brackish,1.0,waterbody
hanle,river of the same name,1.0,location
great himalaya,rain-shadow,1.0,effect
indian monsoon,denied,1.0,entry
winter snowfall,water,1.0,source
ladakh,increasing rainfall,1.0,perception
ladakh,moister and milder,1.0,climate
glaciers,retreat,1.0,tendency
himalaya and the karakoram,global warming,1.0,phenomenon
ladakh,a desert,1.0,be
evaporation from extensive lakes and rivers,rainfall,1.0,be a major determinant of the region's climate
natural irrigation,valleys and lower mountain slopes with vegetation,1.0,clothe
water,fertile,1.0,be all that is lacking to make even these poor mountain soils fertile
hillsides,low creeping plants,1.0,be covered with a carpet of low creeping plants
local population,livestock and fuel,1.0,nourish their livestock and provide them with fuel for the winter
watercourse,vegetation,1.0,cling a strip of natural or cultivated vegetation
oases of ladakh,spots,1.0,be characterized as spots made fertile by the availability of water
great himalaya,regions,1.0,flank
dras,heavy snowfall,1.0,experience
suru valley,heavy snowfall,1.0,experience
zanskar,heavy snowfall,1.0,experience
ladakh,rest of the country,1.0,be cut off from
valleys of central ladakh,minimal precipitation,1.0,receive
nubra,minimal precipitation,1.0,receive
rupshu,minimal precipitation,1.0,receive
leh,sun to shine,1.0,need
crops,fields,1.0,irrigate
autumn,rapidly,1.0,approach
khaltse,barley,1.0,harvest
leh,crops,1.0,sow
khaltse,"buckwheat, turnips, or other vegetables",1.0,harvest
karzok,tso-moriri lake,1.0,limit of cultivation
zanskar,space and light,1.0,have
suru,pretty and relatively lush,1.0,have
mulbekh,homely,1.0,smile
bodh kharbu,openness,1.0,be forbidding
nubra,thorn thickets and hedged fields,1.0,have
central ladakh,history,1.0,be full of
rupshu,"open, rolling landscape with fierce winds",1.0,be
pang-gong lake,snowy mountains,1.0,surround
chang-pa,rupshu and pang-gong lake,1.0,inhabit
indus,khaltse to leh,1.0,flow
upper suru valley,layers of sediment,1.0,show
zanskar range,layers of sediment,1.0,be sculpted
mountain slopes,sparse populations of wild sheep and goats,1.0,give subsistence to
alpine pastures,summer destination of the transhumant bakarwals,1.0,be
landscape,uncompromising,1.0,be
soil,untilled,1.0,leave
rivers,crystal clear,1.0,become
lakes,sapphire blue,1.0,gleam
hills,bare hills,1.0,set
mountains,away,1.0,stretch
ridges,contours,1.0,reveal
sun,relief,1.0,throw
zanskar range,south-east-to-north-west,1.0,strike
bush,blooms,1.0,cover
tamarisk bushes,flowers,1.0,grow
iris,clumps,1.0,grow
apricot trees,blossoms,1.0,produce
land,wilderness,1.0,have
earth,through mantle,1.0,protrude
structure,purity,1.0,show
oasis,village,1.0,have
houses,landscape,1.0,blend
ladakh,wildlife,1.0,has
namgyal peak,namgyal tsemo temple,1.0,stands
leh,palace,1.0,is dominated by
ladakhis,picture,1.0,complete
ladakh,visitors and other influences from outside,1.0,was opened to
earlier generations,"simple, cheerful, honest mountain folk",1.0,imagined
himalaya,variety of animal and bird life,1.0,has
ladakh,species that is quite remarkable,1.0,is home to
snow-leopard,flagship species of trans-himalaya,1.0,may be taken as
great himalaya,indian subcontinent and the rest of eurasian landmass to the north,1.0,forms a dividing line between
ladakh,"tibet, central asia and mongolia than with india",1.0,has more in common with
hoopoe,migratory birds,1.0,is a conspicuous example of
indian redstart,migratory birds,1.0,is smaller and less easy to spot
this too,the tibetan plateau,1.0,nest
other migratory birds,ladakh,1.0,breed
the brahmini duck (ruddy sheldrake),rupshu,1.0,nest
the barheaded goose,rupshu,1.0,nest
the great crested grebe,rupshu,1.0,nest
chushul,extensive marshes,1.0,have
hanle,extensive marshes,1.0,have
the tibetan or black-necked crane,1976,1.0,be observed
the army,wildlife,1.0,commit to protecting
migratory species,high-altitude birds and desert birds,1.0,fall into two categories
the black-necked crane,with a short migration range,1.0,be a high-altitude bird
the tibetan raven,high-altitude birds,1.0,be an example of the first
the red-billed chough,high-altitude birds,1.0,be an example of the first
the bactrian or white-rumped magpie,high-altitude birds,1.0,be an example of the first
the snow-cock,high-altitude birds,1.0,be an example of the first
the chukor or mountain partridge,high-altitude birds,1.0,be an example of the first
the sand grouse,desert birds,1.0,be a characteristically desert bird
the sand plover,desert birds,1.0,be a characteristically desert bird
the desert wheatear,desert birds,1.0,be a characteristically desert bird
the horned lark and twite,desert birds,1.0,be a characteristically desert bird
the sparrow,leh,1.0,be seen in the winter out
the crow,leh,1.0,be seen in the winter out
the magpie,leh,1.0,be seen in the winter out
the grey tit,leh,1.0,be seen in the winter out
the ibisbill,leh,1.0,be seen in the winter out
flocks of hill pigeons,ladakh in winter,1.0,descend to lower areas
black-necked crane,endangered list,1.0,/biology/plant
bar-headed goose,endangered list,1.0,/biology/plant
golden eagle,endangered list,1.0,/biology/plant
tibetan sandgrouse,endangered list,1.0,/biology/plant
tibetan partridge,endangered list,1.0,/biology/plant
tibetan snow-cock,endangered list,1.0,/biology/plant
chukor,endangered list,1.0,/biology/plant
bactrian magpie,characteristic bird,1.0,/fashion/garment
bird-watchers,reward,1.0,/business/consumer_product
those interested in spotting animals,fortune,1.0,/business/consumer_product
wildlife of ladakh’s mountains,havoc,1.0,/event/disaster_type
big mammals of ladakh,endangered list,1.0,/economy/livestock
sahibs,mid-nineteenth century,1.0,/business/business_location
shapu,flocks,1.0,/biology/plant
bharal,flocks,1.0,/biology/plant
goa,tibetan gazelle,1.0,/biology/plant
army,remote borders with tibet and china,1.0,/government/governmental_jurisdiction
jammu and kashmir wildlife protection act,1978,1.0,/business/product_line
hemis high-altitude national park,public policy,1.0,establishment
wild goats,world's high mountains,1.0,frequent
himalayan ibex,ladakh,1.0,representative
bharal,goat and sheep,1.0,intermediate
argali or nayan,marco polo sheep,1.0,close relation
bharal,great himalaya,1.0,found
ibex,"sutlej gorge westward along the zanskar chain and the northern flank of the great himalaya, and on into the hindu kush, the pamirs and the tien-shan",1.0,range
brokpa,ibex,1.0,tradition of hunting
modern 'sportsmen',ibex,1.0,indiscriminate shooting
domestic livestock,ibex,1.0,competition
shapu,"rather lower terrain, especially along river valleys",1.0,niche
